16.3324 1.57054 -0.00178021 0.0180732 2.149 -0.0605589 -0.383437 1.57049 0.00438814 0 0 
14.0468 1.57055 -0.00188783 0.0109298 1.84826 -0.0645789 -0.716004 1.57063 0.131825 0 0 
13.1584 1.57055 -0.00168515 0.0135834 1.73137 -0.0127387 -1.036 1.5709 0.238376 0 0 
12.3622 1.57055 -0.00171626 -0.00402828 1.62661 -0.0180152 -1.34592 1.57127 0.335238 0 0 
11.6478 1.57058 -0.000102819 -0.0204705 1.5326 2.17128 -1.63823 1.57174 0.423394 0 0 
10.9838 1.57071 0.00716863 -0.00405848 1.44524 1.99009 -1.89053 1.5723 0.503628 0 0 
10.1468 1.57095 0.0996119 -0.029379 1.33511 1.64763 -1.8844 1.57294 0.576401 0 0 
8.71275 1.57167 0.406227 -0.0186619 1.14641 1.45427 -1.20787 1.57365 0.64273 0 0 
8.02021 1.57218 0.479519 -0.0261901 1.05529 1.3938 -1.20246 1.57444 0.702913 0 0 
7.37835 1.57273 0.5537 -0.130781 0.970836 1.40671 -1.18579 1.57528 0.757661 0 0 
6.78711 1.57334 0.621224 -0.142193 0.893041 1.31736 -1.17288 1.57618 0.808243 0 0 
6.25369 1.57401 0.682266 -0.181057 0.822854 1.24507 -1.16533 1.57712 0.854291 0 0 
5.76445 1.5748 0.736256 -0.193108 0.75848 1.07156 -1.15768 1.57812 0.896443 0 0 
5.34045 1.57557 0.781662 -0.24031 0.702691 0.98291 -1.1722 1.57916 0.934839 0 0 
4.96839 1.57637 0.818106 -0.27007 0.653735 0.866688 -1.20315 1.58024 0.970104 0 0 
4.62147 1.57722 0.855669 -0.386636 0.608088 0.837929 -1.22504 1.58135 1.00238 0 0 
4.08843 1.57907 0.91563 -0.244505 0.537951 0.755114 -1.03838 1.5825 1.03265 0 0 
3.80463 1.58014 0.939595 -0.138814 0.50061 0.669004 -1.05449 1.58368 1.059 0 0 
3.56839 1.58116 0.960443 -0.0478642 0.469525 0.636933 -1.08138 1.58488 1.08211 0 0 
3.36498 1.58213 0.983155 -0.0923967 0.44276 0.596858 -1.10886 1.5861 1.10239 0 0 
3.18957 1.58311 1.00044 -0.151605 0.419681 0.568907 -1.1483 1.58735 1.12117 0 0 
3.0409 1.58411 1.01292 -0.284885 0.400119 0.520916 -1.20035 1.58861 1.13872 0 0 
2.89187 1.5852 1.0231 -0.346265 0.38051 0.516018 -1.24641 1.5899 1.15572 0 0 
2.7609 1.58622 1.03339 -0.272005 0.363277 0.460358 -1.2978 1.5912 1.17165 0 0 
2.65226 1.58725 1.04287 -0.214232 0.348982 0.435059 -1.34711 1.59252 1.18553 0 0 
2.40088 1.5894 1.05273 -0.0393675 0.315905 0.41912 -1.2341 1.59385 1.19768 0 0 
2.34976 1.59044 1.05743 -0.194313 0.309179 0.347581 -1.29191 1.59519 1.20733 0 0 
2.29213 1.59149 1.06148 -0.191098 0.301595 0.370693 -1.34976 1.59654 1.21735 0 0 
2.26167 1.59253 1.06095 -0.343976 0.297588 0.359628 -1.4228 1.5979 1.22642 0 0 
2.21167 1.59358 1.06526 -0.390129 0.291009 0.319865 -1.48194 1.59928 1.23588 0 0 
2.1648 1.59472 1.06602 -0.351852 0.284843 0.306258 -1.53768 1.60066 1.24484 0 0 
2.00301 1.59682 1.0631 -0.221867 0.263553 0.340768 -1.46503 1.60205 1.25267 0 0 
2.00236 1.59786 1.06095 -0.0866089 0.263468 0.262954 -1.53286 1.60345 1.25875 0 0 
1.99417 1.59899 1.06426 -0.130171 0.262391 0.254072 -1.57452 1.60485 1.26319 0 0 
2.01449 1.60004 1.06121 -0.146395 0.265064 0.286011 -1.64537 1.60626 1.26759 0 0 
2.02833 1.60109 1.06148 -0.141969 0.266885 0.290486 -1.70641 1.60768 1.27172 0 0 
2.05294 1.60213 1.0604 -0.245513 0.270124 0.272322 -1.77336 1.60909 1.27543 0 0 
2.2129 1.60213 1.0604 -0.245513 0.291171 0.272322 -1.98203 1.61052 1.27963 0 0 
2.22681 1.60326 1.05799 -0.184134 0.293002 0.254072 -2.03945 1.61194 1.28344 0 0 
2.12731 1.60533 1.05176 -0.126807 0.27991 0.294178 -1.97344 1.61337 1.28641 0 0 
2.16694 1.60637 1.05068 -0.164465 0.285124 0.306576 -2.0383 1.6148 1.28866 0 0 
2.20336 1.6074 1.0496 -0.110614 0.289915 0.298123 -2.10176 1.61624 1.291 0 0 
2.23659 1.60852 1.04896 -0.160371 0.294289 0.233121 -2.15399 1.61767 1.2927 0 0 
2.13842 1.61058 1.0469 -0.172027 0.281372 0.315472 -2.07838 1.61911 1.29464 0 0 
2.17558 1.61169 1.04445 -0.200496 0.286261 0.299074 -2.13681 1.62055 1.2965 0 0 
2.21774 1.61272 1.04393 -0.211212 0.291808 0.261841 -2.20103 1.62199 1.29841 0 0 
2.11516 1.61478 1.04474 -0.252852 0.27831 0.310599 -2.11934 1.62344 1.30024 0 0 
