0.1 5.50662 0 -0.0590216 0.0131579 0.0205405 -2.12908 
148.768 5.50662 0 -0.069298 5.5 0.0205405 -2.3507 
-96.0107 5.50662 0 -0.0518934 -5.5 0.0324774 -0.548763 
71.7241 5.50662 0 -0.0426008 5.5 0.0205405 -2.14255 
-42.9249 5.50662 0 0.0123199 -5.5 0.0404841 -1.41018 
35.7289 5.50691 0.0038528 -0.115232 4.70117 3.76882 -2.22138 
-18.2852 5.50726 0.0712104 -0.168423 -2.40595 -4.37809 -1.75673 
18.2416 5.50749 0.220175 -0.274402 2.40021 4.31923 -1.83044 
-7.49519 5.50789 0.399744 -0.328103 -0.98621 3.77702 -1.28514 
9.53849 5.50839 0.508323 -0.201678 1.25506 -4.39654 -1.26946 
-1.72244 5.50875 0.364632 -0.229199 -0.226637 4.35379 -1.73678 
6.17587 5.50965 0.410008 -0.110572 0.812615 2.55036 -1.76265 
0.695783 5.51056 0.44296 -0.128969 0.0915505 1.31004 -1.71415 
4.3237 5.51108 0.490002 -0.137449 0.568907 1.2005 -1.75448 
1.75623 5.5116 0.530471 -0.118553 0.231083 -0.275167 -1.7609 
3.46277 5.51265 0.545584 -0.0364086 0.455628 0.761523 -1.79771 
2.32807 5.51326 0.571251 -0.082361 0.306325 0.0540456 -1.84495 
3.15253 5.51382 0.571526 -0.110648 0.414806 0.540531 -1.98429 
2.54507 5.51499 0.599076 -0.181205 0.334877 0.197552 -1.95428 
2.8188 5.51623 0.609262 -0.198729 0.370895 0.455646 -1.96912 
2.64105 5.51685 0.620684 -0.277666 0.347507 0.310285 -2.06492 
2.69368 5.51813 0.632438 -0.279075 0.354432 0.418965 -2.06836 
2.67932 5.51876 0.641211 -0.237039 0.352542 0.310207 -2.16825 
2.81971 5.5194 0.647694 -0.222117 0.371015 0.37498 -2.27477 
2.83963 5.5201 0.652387 -0.144861 0.373636 0.335538 -2.37607 
2.88727 5.5214 0.6639 -0.15639 0.379904 0.310207 -2.37573 
2.89669 5.52206 0.667681 -0.107713 0.381143 0.330936 -2.48388 
3.0346 5.52277 0.67557 -0.0707909 0.39929 0.382775 -2.57317 
3.08119 5.52345 0.681186 -0.107654 0.40542 0.354492 -2.67528 
3.15421 5.52412 0.684813 -0.124669 0.415028 0.350487 -2.78248 
3.21838 5.5248 0.69199 -0.197464 0.423472 0.350672 -2.88025 
3.12018 5.52624 0.705161 -0.202089 0.410551 0.378748 -2.85569 
3.21842 5.52694 0.711977 -0.197583 0.423477 0.410968 -2.95124 
3.26156 5.52765 0.7217 -0.106094 0.429153 0.439253 -3.03507 
3.39646 5.52843 0.730052 -0.0595697 0.446903 0.439752 -3.11428 
3.30701 5.5299 0.750871 -0.0366392 0.435133 0.382712 -3.06155 
3.40385 5.53065 0.758434 0.0285849 0.447875 0.378684 -3.14516 
3.49332 5.53141 0.768697 -0.0339941 0.459647 0.39083 -3.22167 
3.47827 5.53223 0.780391 -0.0349979 0.457667 0.427173 -3.28309 
3.45621 5.5338 0.79706 -0.198879 0.454764 0.411855 -3.23287 
3.36988 5.53459 0.806248 -0.279048 0.443406 0.427173 -3.30902 
3.45212 5.53546 0.817237 -0.180034 0.454226 0.415406 -3.36854 
3.53817 5.53628 0.83082 -0.196702 0.465549 0.455646 -3.4289 
3.55041 5.53711 0.840543 -0.118508 0.46716 0.45634 -3.49615 
3.535 5.53886 0.859828 -0.0933263 0.465131 0.451819 -3.40999 
3.55105 5.53972 0.869174 -0.119368 0.467243 0.39083 -3.47523 
3.61079 5.54058 0.878897 -0.0872111 0.475104 0.40694 -3.53756 
3.5217 5.54241 0.898253 -0.131568 0.463382 0.455271 -3.44041 
3.37943 5.54421 0.916711 -0.226121 0.444662 0.439752 -3.35128 
3.37555 5.54513 0.930756 -0.277758 0.444151 0.455485 -3.39714 
3.39204 5.54613 0.942388 -0.278728 0.446321 0.463694 -3.43793 
3.28311 5.54802 0.961007 -0.188589 0.431989 0.463694 -3.33486 
